Name,Season1,Season2,Season3,Season4,Season5,Season6,Season7,Season8,Season9
ted,0.5479525092753507,0.521716493474452,0.5476101750865102,0.5151423037588088,0.5355338430884803,0.5475781099763813,0.5118732394690864,0.5432169703985741,0.4770120287698416
lily,0.5478275396726962,0.5351199110002461,0.5391420889861994,0.5615603704987684,0.5850994031807978,0.5630795503627127,0.588034851621808,0.4913165266106443,0.6349206349206349
marshall,0.5658251807059747,0.5224226077689015,0.5179499999774387,0.5450204704701109,0.5355215208364387,0.5424508034338541,0.6175899621212124,0.6190586419753086,0.4710379464285715
robin,0.5532808956916098,0.5579557143590157,0.5484604827683582,0.5443449812141761,0.545381208175326,0.5345454685370651,0.5310561698061699,0.5908985260770975,0.6112093153759821
barney,0.5260474536775444,0.540508809020436,0.5358037650671063,0.5432433620096606,0.5282452700556143,0.5550859684590649,0.5221992401537857,0.5396541950113379,0.5870967741935484
