Name,Season1,Season2,Season3,Season4,Season5,Season6,Season7,Season8,Season9
ted,0.14200497735222226,0.12054704013808365,0.12525566091304888,0.11197496502677037,0.1168334411992188,0.14041013589356913,0.12284731910905027,0.07148059429392344,0.10929279776936018
lily,0.1544102214529825,0.16003768632980303,0.12952444030320948,0.060622617806845205,0.12980821920655464,0.09189936541220031,0.007856711525189795,-0.08361070990896359,0.006309523809523832
marshall,0.12888760941275426,0.14645639880608877,0.10456038739694413,0.14652282220957763,0.13035896897378263,0.14500913012413294,0.11571766246448852,-0.008487654320987657,-0.062327938988095216
robin,0.12925883435760674,0.103177674214489,0.1072985261163028,0.09722284557762503,0.11266750247908347,0.08027335027105251,0.10099406224406224,0.2669104308390023,0.06907267115600448
barney,0.18503072901108283,0.15622192570430216,0.11679772964802632,0.15435153443945449,0.12421278320940358,0.1330933068447348,0.11804097417733782,0.1382936507936508,0.11820276497695853
